ORIGIN_STATE_ABR,ORIGIN_STATE_FIPS,ORIGIN_STATE_NM,DEST_STATE_ABR,DEST_STATE_FIPS,DEST_STATE_NM,LineNUM
CO,8,Colorado,NE,31,Nebraska,1440
CO,8,Colorado,MI,26,Michigan,1441
CO,8,Colorado,SD,46,South Dakota,1442
MI,26,Michigan,CO,8,Colorado,1443
CO,8,Colorado,TX,48,Texas,1444
CO,8,Colorado,TX,48,Texas,1445
NY,36,New York,CO,8,Colorado,1446
WI,55,Wisconsin,CO,8,Colorado,1447
CA,6,California,CO,8,Colorado,1448
CA,6,California,CO,8,Colorado,1449
CO,8,Colorado,TN,47,Tennessee,1450
CO,8,Colorado,PA,42,Pennsylvania,1451
MI,26,Michigan,CO,8,Colorado,1452
WA,53,Washington,CO,8,Colorado,1453
VA,51,Virginia,CO,8,Colorado,1454
OR,41,Oregon,CO,8,Colorado,1455
CO,8,Colorado,MI,26,Michigan,1456
CO,8,Colorado,IN,18,Indiana,1457
IN,18,Indiana,CO,8,Colorado,1458
NM,35,New Mexico,CO,8,Colorado,1459
CO,8,Colorado,NM,35,New Mexico,1460
CO,8,Colorado,TX,48,Texas,1461
CO,8,Colorado,GA,13,Georgia,1462
OH,39,Ohio,CO,8,Colorado,1463
CO,8,Colorado,IL,17,Illinois,1464
CO,8,Colorado,TX,48,Texas,1465
SD,46,South Dakota,CO,8,Colorado,1466
AR,5,Arkansas,CO,8,Colorado,1467
CO,8,Colorado,OH,39,Ohio,1468
NJ,34,New Jersey,CO,8,Colorado,1469
CO,8,Colorado,CA,6,California,1470
CO,8,Colorado,TX,48,Texas,1471
TX,48,Texas,CO,8,Colorado,1472
KY,21,Kentucky,CO,8,Colorado,1473
GA,13,Georgia,CO,8,Colorado,1474
CO,8,Colorado,NY,36,New York,1475
NY,36,New York,CO,8,Colorado,1476
SD,46,South Dakota,CO,8,Colorado,1477
TX,48,Texas,CO,8,Colorado,1478
MD,24,Maryland,CO,8,Colorado,1479
CO,8,Colorado,TX,48,Texas,1480
CO,8,Colorado,MI,26,Michigan,1481
CO,8,Colorado,FL,12,Florida,1482
CO,8,Colorado,NE,31,Nebraska,1483
NJ,34,New Jersey,CO,8,Colorado,1484
IL,17,Illinois,CO,8,Colorado,1485
ID,16,Idaho,CO,8,Colorado,1486
CO,8,Colorado,OH,39,Ohio,1487
CO,8,Colorado,FL,12,Florida,1488
CO,8,Colorado,FL,12,Florida,1489
FL,12,Florida,CO,8,Colorado,1490
IL,17,Illinois,CO,8,Colorado,1491
ND,38,North Dakota,CO,8,Colorado,1492
CO,8,Colorado,ND,38,North Dakota,1493
CA,6,California,CO,8,Colorado,1494
CO,8,Colorado,NY,36,New York,1495
CO,8,Colorado,NV,32,Nevada,1496
CO,8,Colorado,WA,53,Washington,1497
NE,31,Nebraska,CO,8,Colorado,1498
CO,8,Colorado,OR,41,Oregon,1499
WA,53,Washington,CO,8,Colorado,1500
CO,8,Colorado,ID,16,Idaho,1501
IA,19,Iowa,CO,8,Colorado,1502
CO,8,Colorado,IA,19,Iowa,1503
CA,6,California,CO,8,Colorado,1504
AZ,4,Arizona,CO,8,Colorado,1505
CO,8,Colorado,WY,56,Wyoming,1506
CO,8,Colorado,CA,6,California,1507
ID,16,Idaho,CO,8,Colorado,1508
SD,46,South Dakota,CO,8,Colorado,1509
CA,6,California,CO,8,Colorado,1510
IA,19,Iowa,CO,8,Colorado,1511
CO,8,Colorado,IA,19,Iowa,1512
CO,8,Colorado,WY,56,Wyoming,1513
CO,8,Colorado,CA,6,California,1514
TX,48,Texas,CO,8,Colorado,1515
MT,30,Montana,CO,8,Colorado,1516
NV,32,Nevada,CO,8,Colorado,1517
MO,29,Missouri,CO,8,Colorado,1518
WY,56,Wyoming,CO,8,Colorado,1519
UT,49,Utah,CO,8,Colorado,1520
CO,8,Colorado,CA,6,California,1521
CO,8,Colorado,OK,40,Oklahoma,1522
CO,8,Colorado,SD,46,South Dakota,1523
CO,8,Colorado,UT,49,Utah,1524
OK,40,Oklahoma,CO,8,Colorado,1525
CO,8,Colorado,MT,30,Montana,1526
CO,8,Colorado,CA,6,California,1527
MD,24,Maryland,CO,8,Colorado,1528
WA,53,Washington,CO,8,Colorado,1529
CO,8,Colorado,WA,53,Washington,1530
CO,8,Colorado,UT,49,Utah,1531
CO,8,Colorado,TN,47,Tennessee,1532
WY,56,Wyoming,CO,8,Colorado,1533
NC,37,North Carolina,CO,8,Colorado,1534
WA,53,Washington,CO,8,Colorado,1535
CO,8,Colorado,GA,13,Georgia,1536
CO,8,Colorado,MI,26,Michigan,1537
CO,8,Colorado,FL,12,Florida,1538
CO,8,Colorado,CA,6,California,1539
MN,27,Minnesota,CO,8,Colorado,1540
CO,8,Colorado,WI,55,Wisconsin,1541
CO,8,Colorado,CA,6,California,1542
CO,8,Colorado,MO,29,Missouri,1543
MO,29,Missouri,CO,8,Colorado,1544
CO,8,Colorado,NC,37,North Carolina,1545
CO,8,Colorado,IL,17,Illinois,1546
IL,17,Illinois,CO,8,Colorado,1547
CO,8,Colorado,IA,19,Iowa,1548
CO,8,Colorado,CA,6,California,1549
CA,6,California,CO,8,Colorado,1550
CO,8,Colorado,MA,25,Massachusetts,1551
CO,8,Colorado,IL,17,Illinois,1552
MI,26,Michigan,CO,8,Colorado,1553
WI,55,Wisconsin,CO,8,Colorado,1554
MO,29,Missouri,CO,8,Colorado,1555
NM,35,New Mexico,CO,8,Colorado,1556
NY,36,New York,CO,8,Colorado,1557
MT,30,Montana,CO,8,Colorado,1558
OR,41,Oregon,CO,8,Colorado,1559
CO,8,Colorado,NJ,34,New Jersey,1560
CO,8,Colorado,WI,55,Wisconsin,1561
CO,8,Colorado,PA,42,Pennsylvania,1562
NJ,34,New Jersey,CO,8,Colorado,1563
FL,12,Florida,CO,8,Colorado,1564
CO,8,Colorado,CA,6,California,1565
CA,6,California,CO,8,Colorado,1566
CO,8,Colorado,IN,18,Indiana,1567
CO,8,Colorado,NM,35,New Mexico,1568
CO,8,Colorado,NY,36,New York,1569
MI,26,Michigan,CO,8,Colorado,1570
NY,36,New York,CO,8,Colorado,1571
CO,8,Colorado,OK,40,Oklahoma,1572
OH,39,Ohio,CO,8,Colorado,1573
CO,8,Colorado,NJ,34,New Jersey,1574
PA,42,Pennsylvania,CO,8,Colorado,1575
CO,8,Colorado,MI,26,Michigan,1576
CO,8,Colorado,NY,36,New York,1577
CO,8,Colorado,TX,48,Texas,1578
CO,8,Colorado,WY,56,Wyoming,1579
WY,56,Wyoming,CO,8,Colorado,1580
CA,6,California,CO,8,Colorado,1581
CO,8,Colorado,MT,30,Montana,1582
CO,8,Colorado,OR,41,Oregon,1583
FL,12,Florida,CO,8,Colorado,1584
OR,41,Oregon,CO,8,Colorado,1585
NJ,34,New Jersey,CO,8,Colorado,1586
TX,48,Texas,CO,8,Colorado,1587
CO,8,Colorado,SD,46,South Dakota,1588
CO,8,Colorado,CO,8,Colorado,1589
CO,8,Colorado,CO,8,Colorado,1590
IL,17,Illinois,CO,8,Colorado,1591
AK,2,Alaska,CO,8,Colorado,1592
CA,6,California,CO,8,Colorado,1593
SD,46,South Dakota,CO,8,Colorado,1594
CO,8,Colorado,IL,17,Illinois,1595
UT,49,Utah,CO,8,Colorado,1596
CA,6,California,CO,8,Colorado,1597
VA,51,Virginia,CO,8,Colorado,1598
CO,8,Colorado,KS,20,Kansas,1599
KS,20,Kansas,CO,8,Colorado,1600
CO,8,Colorado,KS,20,Kansas,1601
CO,8,Colorado,ND,38,North Dakota,1602
CO,8,Colorado,WY,56,Wyoming,1603
CO,8,Colorado,MO,29,Missouri,1604
KS,20,Kansas,CO,8,Colorado,1605
CO,8,Colorado,NV,32,Nevada,1606
CA,6,California,CO,8,Colorado,1607
TN,47,Tennessee,CO,8,Colorado,1608
OK,40,Oklahoma,CO,8,Colorado,1609
CO,8,Colorado,ND,38,North Dakota,1610
ND,38,North Dakota,CO,8,Colorado,1611
NE,31,Nebraska,CO,8,Colorado,1612
NE,31,Nebraska,CO,8,Colorado,1613
CO,8,Colorado,CO,8,Colorado,1614
CO,8,Colorado,NE,31,Nebraska,1615
CO,8,Colorado,NE,31,Nebraska,1616
CO,8,Colorado,NE,31,Nebraska,1617
CO,8,Colorado,UT,49,Utah,1618
NE,31,Nebraska,CO,8,Colorado,1619
UT,49,Utah,CO,8,Colorado,1620
CO,8,Colorado,OH,39,Ohio,1621
WY,56,Wyoming,CO,8,Colorado,1622
AR,5,Arkansas,CO,8,Colorado,1623
CO,8,Colorado,AK,2,Alaska,1624
CO,8,Colorado,CO,8,Colorado,1625
TX,48,Texas,CO,8,Colorado,1626
CO,8,Colorado,TX,48,Texas,1627
CO,8,Colorado,CA,6,California,1628
CO,8,Colorado,CA,6,California,1629
CO,8,Colorado,OR,41,Oregon,1630
TX,48,Texas,CO,8,Colorado,1631
GA,13,Georgia,CO,8,Colorado,1632
CO,8,Colorado,WA,53,Washington,1633
CO,8,Colorado,LA,22,Louisiana,1634
CO,8,Colorado,AZ,4,Arizona,1635
AZ,4,Arizona,CO,8,Colorado,1636
CO,8,Colorado,CO,8,Colorado,1637
CO,8,Colorado,GA,13,Georgia,1638
CO,8,Colorado,CO,8,Colorado,1639
CO,8,Colorado,CO,8,Colorado,1640
CO,8,Colorado,ND,38,North Dakota,1641
ND,38,North Dakota,CO,8,Colorado,1642
CO,8,Colorado,NV,32,Nevada,1643
CA,6,California,CO,8,Colorado,1644
NV,32,Nevada,CO,8,Colorado,1645
NC,37,North Carolina,CO,8,Colorado,1646
GA,13,Georgia,CO,8,Colorado,1647
CO,8,Colorado,CA,6,California,1648
CO,8,Colorado,WY,56,Wyoming,1649
CO,8,Colorado,AR,5,Arkansas,1650
CO,8,Colorado,WY,56,Wyoming,1651
WY,56,Wyoming,CO,8,Colorado,1652
IL,17,Illinois,CO,8,Colorado,1653
WY,56,Wyoming,CO,8,Colorado,1654
UT,49,Utah,CO,8,Colorado,1655
MT,30,Montana,CO,8,Colorado,1656
CO,8,Colorado,MT,30,Montana,1657
CO,8,Colorado,CA,6,California,1658
NV,32,Nevada,CO,8,Colorado,1659
CO,8,Colorado,CA,6,California,1660
CO,8,Colorado,NC,37,North Carolina,1661
CO,8,Colorado,FL,12,Florida,1662
LA,22,Louisiana,CO,8,Colorado,1663
CO,8,Colorado,CA,6,California,1664
CA,6,California,CO,8,Colorado,1665
CO,8,Colorado,TX,48,Texas,1666
TX,48,Texas,CO,8,Colorado,1667
MT,30,Montana,CO,8,Colorado,1668
UT,49,Utah,CO,8,Colorado,1669
CO,8,Colorado,UT,49,Utah,1670
CO,8,Colorado,UT,49,Utah,1671
CO,8,Colorado,TX,48,Texas,1672
CO,8,Colorado,MA,25,Massachusetts,1673
CO,8,Colorado,AZ,4,Arizona,1674
MN,27,Minnesota,CO,8,Colorado,1675
CO,8,Colorado,IL,17,Illinois,1676
WY,56,Wyoming,CO,8,Colorado,1677
CO,8,Colorado,MT,30,Montana,1678
MA,25,Massachusetts,CO,8,Colorado,1679
CO,8,Colorado,MA,25,Massachusetts,1680
CO,8,Colorado,UT,49,Utah,1681
UT,49,Utah,CO,8,Colorado,1682
MO,29,Missouri,CO,8,Colorado,1683
CO,8,Colorado,CO,8,Colorado,1684
CO,8,Colorado,UT,49,Utah,1685
CA,6,California,CO,8,Colorado,1686
UT,49,Utah,CO,8,Colorado,1687
CO,8,Colorado,OR,41,Oregon,1688
NV,32,Nevada,CO,8,Colorado,1689
CO,8,Colorado,MO,29,Missouri,1690
CO,8,Colorado,OK,40,Oklahoma,1691
CO,8,Colorado,MN,27,Minnesota,1692
CO,8,Colorado,WY,56,Wyoming,1693
CO,8,Colorado,MO,29,Missouri,1694
CO,8,Colorado,FL,12,Florida,1695
PA,42,Pennsylvania,CO,8,Colorado,1696
WA,53,Washington,CO,8,Colorado,1697
UT,49,Utah,CO,8,Colorado,1698
MT,30,Montana,CO,8,Colorado,1699
CO,8,Colorado,MT,30,Montana,1700
IL,17,Illinois,CO,8,Colorado,1701
KY,21,Kentucky,CO,8,Colorado,1702
CO,8,Colorado,TX,48,Texas,1703
CO,8,Colorado,FL,12,Florida,1704
TX,48,Texas,CO,8,Colorado,1705
CA,6,California,CO,8,Colorado,1706
CO,8,Colorado,NV,32,Nevada,1707
IL,17,Illinois,CO,8,Colorado,1708
CO,8,Colorado,ND,38,North Dakota,1709
ND,38,North Dakota,CO,8,Colorado,1710
CO,8,Colorado,AZ,4,Arizona,1711
FL,12,Florida,CO,8,Colorado,1712
AZ,4,Arizona,CO,8,Colorado,1713
CO,8,Colorado,CA,6,California,1714
CO,8,Colorado,TX,48,Texas,1715
CO,8,Colorado,WA,53,Washington,1716
CO,8,Colorado,UT,49,Utah,1717
CO,8,Colorado,AZ,4,Arizona,1718
TX,48,Texas,CO,8,Colorado,1719
CO,8,Colorado,AZ,4,Arizona,1720
AZ,4,Arizona,CO,8,Colorado,1721
AZ,4,Arizona,CO,8,Colorado,1722
MA,25,Massachusetts,CO,8,Colorado,1723
CO,8,Colorado,NV,32,Nevada,1724
CO,8,Colorado,KY,21,Kentucky,1725
CO,8,Colorado,NV,32,Nevada,1726
CO,8,Colorado,CA,6,California,1727
CO,8,Colorado,CA,6,California,1728
NV,32,Nevada,CO,8,Colorado,1729
FL,12,Florida,CO,8,Colorado,1730
CA,6,California,CO,8,Colorado,1731
NV,32,Nevada,CO,8,Colorado,1732
CO,8,Colorado,NM,35,New Mexico,1733
NM,35,New Mexico,CO,8,Colorado,1734
CO,8,Colorado,PA,42,Pennsylvania,1735
OH,39,Ohio,CO,8,Colorado,1736
CO,8,Colorado,CA,6,California,1737
CO,8,Colorado,WA,53,Washington,1738
MO,29,Missouri,CO,8,Colorado,1739
MA,25,Massachusetts,CO,8,Colorado,1740
CO,8,Colorado,WY,56,Wyoming,1741
CO,8,Colorado,AZ,4,Arizona,1742
WY,56,Wyoming,CO,8,Colorado,1743
FL,12,Florida,CO,8,Colorado,1744
CO,8,Colorado,CO,8,Colorado,1745
NY,36,New York,CO,8,Colorado,1746
CO,8,Colorado,CO,8,Colorado,1747
CO,8,Colorado,NJ,34,New Jersey,1748
CO,8,Colorado,MT,30,Montana,1749
MT,30,Montana,CO,8,Colorado,1750
CO,8,Colorado,VA,51,Virginia,1751
OR,41,Oregon,CO,8,Colorado,1752
TX,48,Texas,CO,8,Colorado,1753
AZ,4,Arizona,CO,8,Colorado,1754
CO,8,Colorado,CA,6,California,1755
CO,8,Colorado,CO,8,Colorado,1756
CO,8,Colorado,CO,8,Colorado,1757
CO,8,Colorado,CA,6,California,1758
CO,8,Colorado,MN,27,Minnesota,1759
CA,6,California,CO,8,Colorado,1760
CO,8,Colorado,NJ,34,New Jersey,1761
CO,8,Colorado,AZ,4,Arizona,1762
CO,8,Colorado,WI,55,Wisconsin,1763
CO,8,Colorado,MA,25,Massachusetts,1764
CO,8,Colorado,SD,46,South Dakota,1765
ND,38,North Dakota,CO,8,Colorado,1766
TX,48,Texas,CO,8,Colorado,1767
CA,6,California,CO,8,Colorado,1768
CO,8,Colorado,ND,38,North Dakota,1769
CO,8,Colorado,CA,6,California,1770
OK,40,Oklahoma,CO,8,Colorado,1771
UT,49,Utah,CO,8,Colorado,1772
CO,8,Colorado,VA,51,Virginia,1773
SD,46,South Dakota,CO,8,Colorado,1774
CO,8,Colorado,OK,40,Oklahoma,1775
CO,8,Colorado,OR,41,Oregon,1776
TX,48,Texas,CO,8,Colorado,1777
CO,8,Colorado,WA,53,Washington,1778
ND,38,North Dakota,CO,8,Colorado,1779
CO,8,Colorado,NY,36,New York,1780
CO,8,Colorado,CO,8,Colorado,1781
CO,8,Colorado,CO,8,Colorado,1782
CO,8,Colorado,CO,8,Colorado,1783
CO,8,Colorado,CO,8,Colorado,1784
OR,41,Oregon,CO,8,Colorado,1785
WI,55,Wisconsin,CO,8,Colorado,1786
NM,35,New Mexico,CO,8,Colorado,1787
WA,53,Washington,CO,8,Colorado,1788
CO,8,Colorado,TX,48,Texas,1789
CA,6,California,CO,8,Colorado,1790
CO,8,Colorado,WA,53,Washington,1791
CO,8,Colorado,CA,6,California,1792
CO,8,Colorado,CA,6,California,1793
VA,51,Virginia,CO,8,Colorado,1794
NY,36,New York,CO,8,Colorado,1795
CA,6,California,CO,8,Colorado,1796
IL,17,Illinois,CO,8,Colorado,1797
CO,8,Colorado,ND,38,North Dakota,1798
CO,8,Colorado,CA,6,California,1799
CO,8,Colorado,VA,51,Virginia,1800
CO,8,Colorado,TX,48,Texas,1801
CO,8,Colorado,IL,17,Illinois,1802
CO,8,Colorado,TX,48,Texas,1803
CO,8,Colorado,NY,36,New York,1804
CA,6,California,CO,8,Colorado,1805
VA,51,Virginia,CO,8,Colorado,1806
CO,8,Colorado,NM,35,New Mexico,1807
CO,8,Colorado,CA,6,California,1808
CO,8,Colorado,IN,18,Indiana,1809
CA,6,California,CO,8,Colorado,1810
NY,36,New York,CO,8,Colorado,1811
CO,8,Colorado,NE,31,Nebraska,1812
NE,31,Nebraska,CO,8,Colorado,1813
CO,8,Colorado,TX,48,Texas,1814
CO,8,Colorado,MD,24,Maryland,1815
GA,13,Georgia,CO,8,Colorado,1816
UT,49,Utah,CO,8,Colorado,1817
CO,8,Colorado,NJ,34,New Jersey,1818
CO,8,Colorado,UT,49,Utah,1819
CO,8,Colorado,MO,29,Missouri,1820
UT,49,Utah,CO,8,Colorado,1821
FL,12,Florida,CO,8,Colorado,1822
CO,8,Colorado,CA,6,California,1823
CA,6,California,CO,8,Colorado,1824
CO,8,Colorado,FL,12,Florida,1825
TN,47,Tennessee,CO,8,Colorado,1826
ID,16,Idaho,CO,8,Colorado,1827
CA,6,California,CO,8,Colorado,1828
CO,8,Colorado,CA,6,California,1829
CO,8,Colorado,ID,16,Idaho,1830
CO,8,Colorado,MD,24,Maryland,1831
TX,48,Texas,CO,8,Colorado,1832
CO,8,Colorado,TX,48,Texas,1833
CO,8,Colorado,TX,48,Texas,1834
CA,6,California,CO,8,Colorado,1835
TX,48,Texas,CO,8,Colorado,1836
CA,6,California,CO,8,Colorado,1837
CO,8,Colorado,CO,8,Colorado,1838
WA,53,Washington,CO,8,Colorado,1839
CO,8,Colorado,IL,17,Illinois,1840
IL,17,Illinois,CO,8,Colorado,1841
WA,53,Washington,CO,8,Colorado,1842
TX,48,Texas,CO,8,Colorado,1843
CO,8,Colorado,TN,47,Tennessee,1844
CO,8,Colorado,CA,6,California,1845
CO,8,Colorado,GA,13,Georgia,1846
WA,53,Washington,CO,8,Colorado,1847
NJ,34,New Jersey,CO,8,Colorado,1848
CO,8,Colorado,WA,53,Washington,1849
CA,6,California,CO,8,Colorado,1850
CO,8,Colorado,CA,6,California,1851
MO,29,Missouri,CO,8,Colorado,1852
IN,18,Indiana,CO,8,Colorado,1853
CO,8,Colorado,WA,53,Washington,1854
CA,6,California,CO,8,Colorado,1855
CO,8,Colorado,TX,48,Texas,1856
CO,8,Colorado,CA,6,California,1857
CO,8,Colorado,UT,49,Utah,1858
TX,48,Texas,CO,8,Colorado,1859
CO,8,Colorado,CO,8,Colorado,1860
CO,8,Colorado,CO,8,Colorado,1861
CO,8,Colorado,CA,6,California,1862
IL,17,Illinois,CO,8,Colorado,1863
CA,6,California,CO,8,Colorado,1864
CA,6,California,CO,8,Colorado,1865
CO,8,Colorado,TX,48,Texas,1866
TX,48,Texas,CO,8,Colorado,1867
CO,8,Colorado,IL,17,Illinois,1868
CA,6,California,CO,8,Colorado,1869
MD,24,Maryland,CO,8,Colorado,1870
CO,8,Colorado,CO,8,Colorado,1871
TX,48,Texas,CO,8,Colorado,1872
CO,8,Colorado,MN,27,Minnesota,1873
CO,8,Colorado,CA,6,California,1874
MN,27,Minnesota,CO,8,Colorado,1875
CO,8,Colorado,CO,8,Colorado,1876
VA,51,Virginia,CO,8,Colorado,1877
CA,6,California,CO,8,Colorado,1878
CO,8,Colorado,CA,6,California,1879
CO,8,Colorado,CA,6,California,1880
CA,6,California,CO,8,Colorado,1881
GA,13,Georgia,CO,8,Colorado,1882
CO,8,Colorado,UT,49,Utah,1883
CO,8,Colorado,IL,17,Illinois,1884
CO,8,Colorado,GA,13,Georgia,1885
CO,8,Colorado,VA,51,Virginia,1886
CO,8,Colorado,MN,27,Minnesota,1887
MN,27,Minnesota,CO,8,Colorado,1888
IL,17,Illinois,CO,8,Colorado,1889
CO,8,Colorado,TX,48,Texas,1890
UT,49,Utah,CO,8,Colorado,1891
TX,48,Texas,CO,8,Colorado,1892
CO,8,Colorado,TX,48,Texas,1893
CA,6,California,CO,8,Colorado,1894
CO,8,Colorado,CA,6,California,1895
CO,8,Colorado,CO,8,Colorado,1896
CO,8,Colorado,CO,8,Colorado,1897
MO,29,Missouri,CO,8,Colorado,1898
NC,37,North Carolina,CO,8,Colorado,1899
CO,8,Colorado,NC,37,North Carolina,1900
CO,8,Colorado,MO,29,Missouri,1901
CO,8,Colorado,AZ,4,Arizona,1902
AZ,4,Arizona,CO,8,Colorado,1903
NV,32,Nevada,CO,8,Colorado,1904
IL,17,Illinois,CO,8,Colorado,1905
CO,8,Colorado,TX,48,Texas,1906
CO,8,Colorado,IL,17,Illinois,1907
CO,8,Colorado,NV,32,Nevada,1908
TX,48,Texas,CO,8,Colorado,1909
